"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","个人设置测试用例","1","0","切换系统格式","0"
"0","","0","制造订单表测试用例","1","0","刷新成功","0"
"0","","0","资源表测试用例","1","0","刷新成功","0"
"0","","0","物品切换表测试用例","1","0","添加数据重复","0"
"0","","0","工序表测试用例","1","0","取消删除数据","0"
"0","","0","计划计算测试用例","1","0","引擎启动为本地","0"
"1","","0","物控需求定义测试用例","0","0","删除测试数据成功","0"
"0","","0","方案管理表测试用例","1","0","向上移动命令","0"
"0","","0","方案管理表测试用例","1","0","属性设置-时间属性-分派开始时间","0"
"0","","0","事务管理页用例","1","0","事务模版-切换事务类型，修改配置参数成功","0"
"0","","0","物料交付答复测试用例","1","0","添加交付需求明细信息，有多个必填只填写一项，不允许提交","0"
"1","","0","物料员测试用例","0","0","新增全部数据测试","0"
"1","","0","生产报工测试用例","0","0","添加工作代码 修改资源会弹出提示，并且表格颜色发生改变","0"
"0","","0","环境设置页用例","1","0","全体页面-数字框只运行输入数字","0"
"0","","0","资源组表测试用例","1","0","把修改后的资源组代码改回来","0"
"0","","0","生产特征表测试用例","1","0","添加数据成功","0"
"1","","0","供应商信息测试用例","0","0","修改供应商代码成功","0"
"0","","0","物料组表测试用例","1","0","刷新成功","0"
"1","","0","工作指示一览表测试用例","0","0","删除工作指示成功，并且工作指示发布重新可以查询信息","0"
"0","","0","覆盖日历表测试用例","1","0","添加数据成功","0"
"0","","0","工作指示发布表测试用例","1","0","不勾选资源选择时间段，点击查询 不允许查询","0"
"0","","0","资源组表测试用例","1","0","添加数据成功","0"
"1","","0","收货班次测试用例","0","0","新增全部数据测试","0"
"0","","0","物料员测试用例","1","0","把修改后的供应商代码改回来","0"
"0","","0","资源组表测试用例","1","0","添加测试数据成功","0"
"1","","0","供应商信息测试用例","0","0","新增全部数据测试","0"
"0","","0","生产特征表测试用例","1","0","查询代码成功","0"
"1","","0","班次表测试用例","0","0","修改显示颜色成功","0"
"1","","0","生产报工测试用例","0","0","当修改的报工数量大于实绩报工数量 弹出弹窗 点击“是”报工状态会变为结束","0"
"0","","0","标准应用设置测试用例","1","0","添加折线统计图 添加成功","0"
"1","","0","订单预占料测试用例","0","0","修改测试数据成功","0"
"0","","0","资源甘特图测试用例","1","0","排产成功","0"
"1","","0","标准应用设置测试用例","0","0","默认布局不允许修改","0"
"0","","0","生产日历表测试用例","1","0","删除数据成功","0"
"2","","0","事务管理页用例","0","0","事务模版-添加模版数据重复","0"
"0","","0","标准应用设置测试用例","1","0","删除布局成功","0"
"0","","0","物料表测试用例","1","0","把修改后的物料代码改回来","0"
"0","","0","标准应用设置测试用例","1","0","添加饼状统计图 添加成功","0"
"1","","0","事务管理页用例","0","0","我的流程-删除测试事务模版数据","0"
"0","","0","方案管理表测试用例","1","0","属性设置-分派方法","0"
"0","","0","标准应用设置测试用例","1","0","设置表格布局-设置物料优先度表尾内容为求和","0"
"0","","1","标准应用设置测试用例","0","0","标签列表添加名称成功","0"
"1","","0","用户与物料员测试用例","0","0","删除测试数据成功","0"
"0","","0","事务管理页用例","1","0","我的流程-添加流程只填写名称，不允许保存","0"
"1","","0","事务管理页用例","0","0","我的流程-删除流程中的事务成功","0"
"0","","0","方案管理表测试用例","1","0","向下移动命令","0"
"0","","1","覆盖日历表测试用例","0","0","数字文本框 只允许填写数字","0"
"1","","0","供应商信息测试用例","0","0","添加供应商信息 不填写数据点击确认 不允许提交","0"
"0","","1","事务管理页用例","0","0","我的流程-频率为周，不填写时间设置，不允许保存","0"
"1","","0","供应商信息测试用例","0","0","修改供应商代码重复","0"
"1","","0","用户与物料员测试用例","0","0","编辑全部选项成功","0"
"0","","0","环境设置页用例","2","0","排程页面-修改全部下拉框，并且保存成功","0"
"0","","0","制造订单表测试用例","1","0","添加制造订单信息，只填写制造订单名称和交货期和物料，不填写计划数量，不允许提交","0"
"1","","0","订单预占料测试用例","0","0","过滤刷新成功","0"
"0","","0","生产特征切换表测试用例","1","0","删除布局成功","0"
"1","","0","标准应用设置测试用例","0","0","标签功能生效","0"
"0","","0","标准应用设置测试用例","1","0","设置表格布局-物料代码快速查询-输入框","0"
"0","","0","覆盖日历表测试用例","1","0","删除数据成功，删除布局成功","0"
"0","","0","生产特征表测试用例","1","0","删除数据成功","0"
"1","","0","事务管理页用例","0","0","我的流程-新增流程中一个事务成功","0"
"0","","0","供应商信息测试用例","1","0","添加数据重复","0"
"0","","0","物料员测试用例","1","0","添加供应商信息 不填写数据点击确认 不允许提交","0"
"0","","0","生产日历表测试用例","1","0","添加数据成功 - 星期","0"
"1","","0","标准应用设置测试用例","0","0","标签设置显示在快速查询下放","0"
"0","","0","资源甘特图测试用例","1","0","按钮移动后全固定开关可开启","0"
"1","","0","仓库库位测试用例","0","0","编辑全部选项成功","0"
"0","","0","事务管理页用例","1","0","流程日志-流程名称搜索成功","0"
"0","","0","物料组表测试用例","1","0","添加测试数据","0"
"0","","0","制造订单表测试用例","1","0","修改制造订单代码重复","0"
"0","","0","客户表测试用例","1","0","取消删除数据","0"
"0","","0","生产日历表测试用例","1","0","添加生产日历信息 填写班次不填写资源 不允许提交","0"
"0","","0","生产特征切换表测试用例","1","0","取消删除数据","0"
"1","","0","订单预占料测试用例","0","0","没有数据时显示正常","0"
"0","","0","环境设置页用例","1","0","周期页面-输入工作日的起始时间和计划基准时间-保存成功","0"
"0","","0","生产日历表测试用例","1","0","删除布局成功","0"
"0","","0","资源甘特图测试用例","1","0","按钮显示文字开关可关闭","0"
"0","","0","物品切换表测试用例","1","0","输入全部数据，添加保存成功","0"
"0","","0","物料员测试用例","1","0","添加数据成功","0"
"0","","0","班次表测试用例","1","0","添加班次信息 不填写数据点击确认 不允许提交","0"
"0","","1","事务管理页用例","0","0","我的流程-查询事务流程，开关开启，流程名称成功","0"
"0","","0","标准应用设置测试用例","1","0","设置表格布局-设置物料组代码自定义显示为测试物料组代码","0"
"0","","0","方案管理表测试用例","1","0","属性设置-筛选工作","0"
"1","","0","物控方案管理表测试用例","0","0","没有选中行 添加命令 添加失败","0"
"1","","0","生产报工测试用例","0","0","当修改的报工数量大于实绩报工数量 弹出弹窗 点击“否”报工状态会变为开始生产","0"
"0","","0","事务管理页用例","1","0","事务模版-循环删除模版成功","0"
"0","","0","制造订单表测试用例","1","0","把修改后的制造订单代码改回来","0"
"0","","0","覆盖日历表测试用例","1","0","删除全部input数据成功","0"
"1","","0","物控需求定义测试用例","0","0","修改测试数据成功","0"
"1","","0","物料交付答复测试用例","0","0","查询测试数据成功","0"
"0","","0","制造订单表测试用例","1","0","查询计划数量>100","0"
"0","","1","事务管理页用例","0","0","我的流程-频率为每天，不填写间隔执行，不允许点击下一步","0"
"0","","0","环境设置页用例","1","0","全体页面-所有复选框都勾选，并且保存成功","0"
"0","","0","个人设置测试用例","1","0","切换后重新启动，设置不变，切换回常用风格","0"
"0","","0","工序表测试用例","1","0","添加数据重复","0"
"0","","0","生产特征切换表测试用例","1","0","刷新成功","0"
"0","","1","物料交付答复测试用例","0","0","新增全部数据测试","0"
"0","","0","仓库库位测试用例","1","0","添加数据重复","0"
"0","","0","资源组表测试用例","1","0","修改资源代码重复","0"
"0","","0","生产特征表测试用例","1","0","添加数据重复","0"
"0","","0","物控方案管理表测试用例","1","0","添加方案管理信息 不填写数据点击确认 不允许提交","0"
"0","","0","客户表测试用例","1","0","查询客户名称包含美菱并且表示顺序<10","0"
"0","","0","环境设置页用例","1","0","周期页面-设置系统载入日期，保存成功","0"
"0","","0","资源甘特图测试用例","1","0","按钮自动刷新开关可开启","0"
"0","","0","班次表测试用例","1","0","第一个时间数字框不允许超过第二个时间数字框 添加失败","0"
"0","","0","覆盖日历表测试用例","1","0","修改覆盖日历资源成功","0"
"1","","0","仓库库位测试用例","0","0","下拉框选择成功","0"
"0","","0","班次表测试用例","1","0","添加数据重复","0"
"0","","0","工序表测试用例","1","0","查询工序代码成功","0"
"0","","0","物料员测试用例","1","0","添加测试数据","0"
"1","","0","物控需求定义测试用例","0","0","查询测试数据成功","0"
"0","","0","登录页面测试用例","1","0","账户错误 计划单元无选项","0"
"1","","0","个人设置测试用例","0","0","打开引擎为web服务","0"
"1","","0","事务管理页用例","0","0","我的流程-修改名称分类成功","0"
"0","","0","工序表测试用例","1","0","删除测试数据成功，删除布局","0"
"0","","0","班次表测试用例","1","0","重新打开浏览器，数据还存在","0"
"0","","0","环境设置页用例","2","0","排程页面-文本输入框全部输入，保存成功","0"
"0","","0","工序表测试用例","1","0","表示顺序>60","0"
"0","","0","工序表测试用例","1","0","把修改后的工序代码改回来","0"
"1","","0","供应商信息测试用例","0","0","添加供应商信息信息，只填写供应商代码，不填写联系人，不允许提交","0"
"0","","0","资源表测试用例","1","0","取消删除数据","0"
"0","","0","物料表测试用例","1","0","数字文本框 只允许填写数字","0"
"0","","0","个人设置测试用例","1","0","重新启动设置不变，切换回默认背景颜色","0"
"0","","0","物料表测试用例","1","0","添加物料信息 不填写数据点击确认 不允许提交","0"
"0","","0","工艺产能表测试用例","1","0","修改工艺产能输入物料","0"
"1","","0","物控方案管理表测试用例","0","0","属性设置-通用属性","0"
"0","","1","事务管理页用例","0","0","我的流程-频率为周，不填写时间设置，不允许点击下一步","0"
"0","","0","班次表测试用例","1","0","第一个时间数字框超过23默认为23，第二个时间数字框超过24默认为24","0"
"1","","0","标准应用设置测试用例","0","0","复制列表成功","0"
"0","","0","方案管理表测试用例","1","0","属性设置-分派规则-降序","0"
"0","","0","物料组表测试用例","1","0","数字文本框 只允许填写数字","0"
"0","","0","标准应用设置测试用例","1","0","设置表格布局默认启动-成功","0"
"0","","0","生产特征表测试用例","1","0","输入全部数据，添加保存成功","0"
"0","","0","物料表测试用例","1","0","添加数据成功","0"
"0","","0","资源甘特图测试用例","1","0","资源甘特图-左侧资源显示表达式","0"
"0","","0","方案管理表测试用例","1","0","属性设置-分派失败时(资源锁定制约)","0"
"0","","0","物料组表测试用例","1","0","添加数据成功","0"
"1","","0","收货班次测试用例","0","0","删除测试数据成功","0"
"0","","0","资源组表测试用例","1","0","输入全部数据，添加保存成功","0"
"1","","0","订单预占料测试用例","0","0","编辑全部选项成功","0"
"0","","0","物料表测试用例","1","0","修改物料代码重复","0"
"1","","0","生产报工测试用例","0","0","查询工作代码成功","0"
"0","","0","标准应用设置测试用例","1","0","布局删除成功","0"
"0","","0","工艺产能表测试用例","1","0","添加工艺产能信息，只填写物料，工序选定器和工序编号，输入指令，新增成功","0"
"0","","0","物料组表测试用例","1","0","把修改后的物料组代码改回来","0"
"0","","0","客户表测试用例","1","0","修改客户代码重复","0"
"0","","0","标准应用设置测试用例","1","0","添加测试布局重复，添加失败","0"
"0","","0","标准应用设置测试用例","1","0","不填写布局名称，添加失败","0"
"0","","0","生产日历表测试用例","1","0","添加生产日历信息 填写资源不填写班次 不允许提交","0"
"0","","0","方案管理表测试用例","1","0","属性设置-严格遵守后资源制约-开关关闭","0"
"0","","1","物料交付答复测试用例","0","0","修改测试数据成功","0"
"1","","0","仓库库位测试用例","0","0","没有数据时显示正常","0"
"0","","1","事务管理页用例","0","0","我的流程-频率为月，不填写时间设置，不允许保存","0"
"0","","0","仓库库位测试用例","1","0","取消删除数据","0"
"1","","0","供应商信息测试用例","0","0","没有数据时显示正常","0"
"0","","0","方案管理表测试用例","1","0","属性设置-按分派规则顺序排列选择成功","0"
"1","","0","环境设置页用例","0","0","周期页面-校验所有数字输入框-超过最大值为Infinity","0"
"0","","0","方案管理表测试用例","1","0","添加2个命令成功","0"
"0","","0","工作指示发布表测试用例","1","0","不勾选资源不点击时间，点击查询 不允许查询","0"
"0","","1","标准应用设置测试用例","0","0","重复修改布局 不允许修改","0"
"0","","0","个人设置测试用例","1","0","修改密码不符合标准,密码长度最小为8","0"
"0","","0","物料表测试用例","1","0","查询物料名字成功","0"
"1","","0","物料员测试用例","0","0","编辑全部选项成功","0"
"1","","0","事务管理页用例","0","0","我的流程-添加流程名称点击下一步提示重复","0"
"0","","0","物品切换表测试用例","1","0","删除数据成功","0"
"0","","1","事务管理页用例","0","0","我的流程-频率为每天，不填写间隔执行，不允许保存","0"
"0","","0","标准应用设置测试用例","1","0","添加统计图 输入图表名 点击确认 添加成功","0"
"0","","0","物料表测试用例","1","0","输入全部数据，添加保存成功","0"
"0","","0","计划计算测试用例","1","0","方案管理中计划方案组合框显示关闭，不显示该方案","0"
"1","","0","事务管理页用例","0","0","事务模版-查询事务描述成功","0"
"0","","1","事务管理页用例","0","0","我的流程-频率为一次，填写时间设置，保存成功","0"
"0","","0","事务管理页用例","1","0","事务模版-新增模版失败，输入事务名称，不输入事务类型，配置参数不允许提交","0"
"0","","0","资源甘特图测试用例","1","0","排序方案可选择-显示顺序-升序","0"
"0","","0","资源组表测试用例","1","0","删除测试数据成功，删除布局成功","0"
"1","","0","仓库库位测试用例","0","0","把修改后的物料代码改回来","0"
"0","","0","工艺产能表测试用例","1","0","修改工艺产能使用指令资源","0"
"0","","1","事务管理页用例","0","0","我的流程-频率为月，不填写时间设置，不允许点击下一步","0"
"0","","0","生产特征表测试用例","1","0","修改代码重复","0"
"0","","0","物料组表测试用例","1","0","查询物料优先度>0","0"
"2","","0","物料员测试用例","0","0","删除数据成功","0"
"0","","0","物料库存测试用例","1","0","把修改后的物料代码改回来","0"
"0","","0","生产特征表测试用例","1","0","查询名称包含11或显示顺序>10","0"
"0","","0","制造订单表测试用例","1","0","添加测试数据成功","0"
"0","","0","生产特征表测试用例","1","0","取消删除数据","0"
"0","","0","个人设置测试用例","1","0","切换系统语言-英语","0"
"0","","0","生产特征切换表测试用例","1","0","修改资源切换资源成功","0"
"0","","0","工序表测试用例","1","0","查询工序名包含裁剪并且表示顺序>70","0"
"0","","0","资源切换表测试用例","1","0","删除布局成功","0"
"0","","0","物料组表测试用例","1","0","添加物料组信息，只填写物料代码，不填写物料名称，不允许提交","0"
"0","","0","物料组表测试用例","1","0","修改物料组名称，自动补充标识，关联条件成功","0"
"1","","0","物控方案管理表测试用例","0","0","属性设置-交付计算规则保存","0"
"0","","0","工作指示发布表测试用例","1","0","勾选资源，不选择时间段，点击查询 不允许查询","0"
"0","","1","环境设置页用例","0","0","全体页面-不输入备份文件不允许保存","0"
"0","","0","方案管理表测试用例","1","0","属性设置-分派失败时(最大移动时间制约)","0"
"0","","0","工序表测试用例","1","0","添加工序信息，只填写工序代码，不填写工序名，不允许提交","0"
"0","","0","生产特征切换表测试用例","1","0","添加数据重复","0"
"0","","0","物料表测试用例","1","0","修改物料代码成功","0"
"0","","0","标准应用设置测试用例","1","0","在测试布局A添加的统计图，显示在布局A，也显示在其他布局中","0"
"0","","0","个人设置测试用例","1","0","设置菜单展开方式为悬浮","0"
"1","","0","事务管理页用例","0","0","事务模版-新增模版成功，事务类型为服务，填写计划计算成功","0"
"1","","0","收货班次测试用例","0","0","没有数据时显示正常","0"
"0","","0","事务管理页用例","1","0","我的流程-不填写数据点击下一步，不允许进入","0"
"0","","0","资源表测试用例","1","0","添加资源信息 不填写数据点击确认 不允许提交","0"
"0","","0","环境设置页用例","1","0","周期页面-校验所有数字输入框-只允许输入数字","0"
"0","","0","资源切换表测试用例","1","0","查询资源成功","0"
"0","","0","资源组表测试用例","1","0","修改资源组代码成功","0"
"0","","0","班次表测试用例","1","0","删除测试数据成功","0"
"0","","0","标准应用设置测试用例","1","0","设置表格布局-设置物料名称为可见","0"
"0","","0","覆盖日历表测试用例","1","0","添加覆盖日历信息 不填写数据点击确认 不允许提交，增加布局","0"
"0","","0","标准应用设置测试用例","1","0","添加布局成功","0"
"0","","0","班次表测试用例","1","0","第一个时间数字框分钟和秒超过59默认为59，第二个时间数字框分钟和秒超过59默认为59","0"
"0","","0","生产特征表测试用例","1","0","查询显示顺序>10","0"
"0","","0","资源组表测试用例","1","0","下拉框选择成功","0"
"0","","0","方案管理表测试用例","1","0","添加命令成功","0"
"0","","0","生产特征表测试用例","1","0","删除全部input数据成功","0"
"0","","0","事务管理页用例","1","0","我的流程-查询事务流程，开关关闭，流程名称成功","0"
"0","","0","客户表测试用例","1","0","把修改后的客户代码改回来","0"
"0","","0","计划计算测试用例","1","0","执行成功","0"
"0","","0","事务管理页用例","1","0","事务模版-新增模版失败，事务类型为服务，填写自定义失败- 自定义值需以http或https开头","0"
"0","","0","生产日历表测试用例","1","0","修改生产日历班次成功","0"
"0","","0","标准应用设置测试用例","1","0","设置表格布局-物料优先度快速查询-数字输入框","0"
"0","","0","物料组表测试用例","1","0","添加物料组信息，只填写物料名称，不填写物料代码，不允许提交","0"
"0","","0","生产日历表测试用例","1","0","数字文本框 只允许填写数字","0"
"0","","0","工艺产能表测试用例","1","0","添加工艺产能信息，只填写物料，工序选定器和工序编号，使用指令，新增成功","0"
"0","","0","物料表测试用例","1","0","刷新成功","0"
"1","","0","生产报工测试用例","0","0","查询物料代码成功","0"
"0","","0","方案管理表测试用例","1","0","添加方案成功","0"
"0","","0","物料员测试用例","1","0","添加物料员信息，只填写物料员代码，不填写物料员名称，不允许提交","0"
"0","","0","计划计算测试用例","1","0","引擎启动为服务器，不输入计划方案，点击执行不成功","0"
"1","","0","生产报工测试用例","0","0","删除超出的报工数量点击删除弹出弹窗，点击否报工状态不会发生变化还是结束状态，但是数据会删除","0"
"0","","0","环境设置页用例","1","0","排程页面-校验所有数字输入框-只允许输入数字","0"
"0","","0","仓库库位测试用例","1","0","添加测试数据","0"
"0","","0","客户表测试用例","1","0","没有数据时显示正常","0"
"0","","0","客户表测试用例","1","0","删除数据成功","0"
"0","","0","物料员测试用例","1","0","添加数据重复","0"
"0","","0","物料组表测试用例","1","0","取消删除数据","0"
"0","","0","工艺产能表测试用例","1","0","添加数据成功","0"
"0","","0","资源表测试用例","1","0","数值特征1MAX>60","0"
"1","","0","订单预占料测试用例","0","0","添加数据重复","0"
"0","","0","生产日历表测试用例","1","0","查询资源成功","0"
"0","","0","物料表测试用例","1","0","代码设计器选择成功，并且没有乱码","0"
"2","","0","物料交付答复测试用例","0","0","删除数据成功","0"
"0","","0","班次表测试用例","1","0","取消删除数据","0"
"0","","1","物料交付答复测试用例","0","0","编辑全部选项成功","0"
"0","","0","班次表测试用例","1","0","输入全部数据，添加保存成功","0"
"0","","0","方案管理表测试用例","1","0","属性设置-更新关联/补充订单","0"
"0","","0","资源表测试用例","1","0","修改资源代码重复","0"
"0","","0","资源切换表测试用例","1","0","添加数据成功","0"
"0","","0","资源表测试用例","1","0","删除测试数据成功，删除布局成功","0"
"1","","0","物料员测试用例","0","0","删除测试数据成功","0"
"0","","0","资源甘特图测试用例","1","0","资源甘特图-使用指令棒文本格式表达式","0"
"0","","0","方案管理表测试用例","1","0","属性设置-分派停止条件式","0"
"0","","0","物品切换表测试用例","1","0","添加物品切换信息 不填写数据点击确认 不允许提交","0"
"1","","0","订单预占料测试用例","0","0","添加测试数据","0"
"0","","0","方案管理表测试用例","1","0","添加方案管理信息 添加重复 不允许提交","0"
"0","","0","仓库库位测试用例","1","0","筛选刷新成功","0"
"0","","0","生产特征切换表测试用例","1","0","输入全部数据，添加保存成功","0"
"0","","0","资源切换表测试用例","1","0","修改资源切换优先度成功","0"
"1","","0","个人设置测试用例","0","0","打开引擎为系统设置-IP","0"
"0","","0","物料表测试用例","1","0","下拉框选择成功","0"
"1","","0","事务管理页用例","0","0","我的流程-频率为每天，下一步重新添加一个事务点击保存，保存成功,并且新添加的事务出现在事务模版中","0"
"0","","0","标准应用设置测试用例","1","0","设置表格布局-设置物料组代码自定义显示改为之前的值","0"
"0","","0","方案管理表测试用例","1","0","属性设置-启用原料库存制约","0"
"0","","0","物料组表测试用例","1","0","修改物料组代码成功","0"
"0","","0","生产特征表测试用例","1","0","添加测试数据","0"
"1","","0","物料库存测试用例","0","0","查询物料代码成功","0"
"0","","0","物料组表测试用例","1","0","查询物料组代码成功","0"
"0","","0","班次表测试用例","1","0","第一个时间数字框不允许超过第二个时间数字框  添加成功","0"
"0","","0","仓库库位测试用例","1","0","添加仓库库位信息，只填写工厂代码，不填写仓库编码，不允许提交","0"
"1","","0","物料交付答复测试用例","0","0","删除测试数据成功","0"
"0","","0","生产报工测试用例","1","0","添加工作代码 直接点击确定 不允许提交","0"
"1","","0","事务管理页用例","0","0","我的流程-修改事务模版成功","0"
"0","","0","资源甘特图测试用例","1","0","按钮自动刷新开关可关闭","0"
"0","","0","资源表测试用例","1","0","查询资源代码成功","0"
"0","","0","资源切换表测试用例","1","0","修改资源切换资源成功","0"
"0","","0","工序表测试用例","1","0","输入全部数据，添加保存成功","0"
"0","","0","客户表测试用例","1","0","添加数据成功","0"
"0","","0","生产日历表测试用例","1","0","添加生产日历信息 不填写数据点击确认 不允许提交","0"
"0","","0","客户表测试用例","1","0","重新打开浏览器，数据还存在","0"
"0","","0","方案管理表测试用例","1","0","属性设置-工作临时固定","0"
"0","","0","导航栏测试用例","1","0","搜索页面进入指定页面","0"
"0","","1","环境设置页用例","0","0","全体页面-输入备份文件只允许输入数字，点击保存，保存成功","0"
"0","","0","导航栏测试用例","1","0","收藏页面成功","0"
"0","","0","物料员测试用例","1","0","修改物料员代码成功","0"
"0","","0","制造订单表测试用例","1","0","添加制造订单信息，只填写制造订单名称和交货期，不填写物料，不允许提交","0"
"0","","0","工艺产能表测试用例","1","0","添加数据重复","0"
"0","","0","制造订单表测试用例","1","0","数字文本框 只允许填写数字","0"
"0","","0","资源甘特图测试用例","1","0","按钮移动后全固定开关可关闭","0"
"1","","0","生产报工测试用例","0","0","添加工作代码 不填写报告数量 不允许提交","0"
"1","","0","事务管理页用例","0","0","我的流程-添加全部数据，保存成功","0"
"0","","0","导航栏测试用例","1","0","右键关闭所有导航栏成功","0"
"0","","0","资源表测试用例","1","0","添加资源信息，只填写资源代码，不填写资源名称，不允许提交","0"
"0","","0","生产日历表测试用例","1","0","取消删除数据","0"
"1","","0","仓库库位测试用例","0","0","新增全部数据测试","0"
"0","","0","事务管理页用例","1","0","事务模版-新增模版成功，事务类型为存储过程，添加成功","0"
"0","","0","方案管理表测试用例","1","0","没有选中行 添加命令 添加失败","0"
"0","","0","资源切换表测试用例","1","0","添加资源切换信息 填写前资源和后资源不填写资源 不允许提交","0"
"0","","0","物料员测试用例","1","0","取消删除数据","0"
"0","","0","方案管理表测试用例","1","0","属性设置-时间属性-分派结束时间","0"
"1","","0","仓库库位测试用例","0","0","查询工厂代码成功","0"
"0","","0","标准应用设置测试用例","1","0","设置表格布局-把顺序修改回来","0"
"0","","0","生产特征表测试用例","1","0","没有数据时显示正常","0"
"0","","0","资源甘特图测试用例","1","0","修改布局名称成功","0"
"0","","0","标准应用设置测试用例","1","0","设置表格布局-设置一页显示数据为5","0"
"0","","0","物料库存测试用例","1","0","添加测试数据","0"
"0","","0","资源切换表测试用例","1","0","数字文本框 只允许填写数字","0"
"1","","0","物控需求定义测试用例","0","0","过滤刷新成功","0"
"1","","1","物控方案管理表测试用例","0","0","删除刚才添加的方案","0"
"0","","0","资源表测试用例","1","0","查询资源名字成功","0"
"0","","0","资源切换表测试用例","1","0","添加资源切换信息 不填写数据点击确认 不允许提交","0"
"0","","0","事务管理页用例","1","0","我的流程-频率为一次，不填写执行时间，不允许点击下一步","0"
"0","","0","制造订单表测试用例","1","0","下拉框选择成功","0"
"1","","0","工作指示发布表测试用例","0","0","勾选资源，勾选时间段，点击查询 查询成功,发布指示成功","0"
"0","","0","生产特征切换表测试用例","1","0","添加生产特征切换信息 填写资源不填写前生产特征和后生产特征 不允许提交","0"
"0","","0","事务管理页用例","1","0","事务模版-新增模版成功，事务类型为服务，填写自定义成功- 自定义值以https开头","0"
"0","","0","事务管理页用例","1","0","事务模版-新增模版成功，事务类型为存储过程不填写点击确定,不允许提交","0"
"1","","0","事务管理页用例","0","0","事务模版-修改事务名称重复","0"
"0","","0","事务管理页用例","1","0","流程日志-前往第三页成功","0"
"1","","0","物控方案管理表测试用例","0","0","属性设置-必填项保存成功","0"
"0","","0","工艺产能表测试用例","1","0","删除工序选定器成功","0"
"0","","0","标准应用设置测试用例","1","0","添加散点统计图 添加成功","0"
"0","","0","导航栏测试用例","1","0","导航栏刷新功能成功","0"
"1","","0","标准应用设置测试用例","0","0","默认布局不允许删除","0"
"1","","0","订单预占料测试用例","0","0","添加必填数据成功","0"
"1","","0","用户与物料员测试用例","0","0","添加用户信息 不填写物料员点击确认 不允许提交","0"
"0","","0","物料表测试用例","1","0","取消删除数据","0"
"0","","0","生产特征表测试用例","1","0","刷新成功","0"
"0","","0","方案管理表测试用例","1","0","添加方案管理信息 只填写复制方案 不允许提交","0"
"0","","0","工序表测试用例","1","0","删除全部input数据成功","0"
"0","","0","资源表测试用例","1","0","下拉框选择成功","0"
"0","","0","物料员测试用例","1","0","修改物料员代码重复","0"
"0","","0","标准应用设置测试用例","1","0","快速查询两个条件显示正确","0"
"0","","0","环境设置页用例","1","0","周期页面-校验所有数字输入框-不输入不允许保存，输入框颜色改变","0"
"0","","0","标准应用设置测试用例","1","0","添加柱状统计图 输入图表名 输入XY轴 点击确认 添加成功","0"
"0","","0","事务管理页用例","1","0","事务模版-新增模版成功，事务类型为接口，添加成功","0"
"0","","0","资源组表测试用例","1","0","添加资源组信息，只填写资源代码，不填写资源名称，不允许提交","0"
"0","","0","物控方案管理表测试用例","1","0","向上移动命令","0"
"0","","0","事务管理页用例","1","0","我的流程-查询流程名称成功","0"
"0","","0","资源切换表测试用例","1","0","添加数据重复","0"
"0","","0","物品切换表测试用例","1","0","添加物品切换信息 填写资源不填写前品目和后品目 不允许提交","0"
"0","","0","工序表测试用例","1","0","添加数据成功","0"
"0","","0","资源切换表测试用例","1","0","删除数据成功","0"
"0","","1","事务管理页用例","0","0","流程日志-事务搜索成功","0"
"0","","0","导航栏测试用例","1","0","右键关闭其他导航栏成功","0"
"1","","0","物控方案管理表测试用例","0","0","添加方案成功","0"
"0","","0","个人设置测试用例","1","0","切换系统颜色背景","0"
"0","","0","物品切换表测试用例","1","0","数字文本框 只允许填写数字","0"
"0","","0","物料组表测试用例","1","0","代码设计器选择成功，并且没有乱码","0"
"0","","0","资源甘特图测试用例","1","0","筛选方法可使用","0"
"0","","0","工艺产能表测试用例","1","0","添加工艺产能信息，只填写物料，不允许提交","0"
"0","","0","物料库存测试用例","1","0","修改物料代码成功","0"
"0","","0","班次表测试用例","1","0","删除全部input数据成功","0"
"0","","0","收货班次测试用例","1","0","修改数据重复","0"
"0","","0","方案管理表测试用例","1","0","属性设置-新增资源选择策略-评估方案","0"
"0","","0","物控方案管理表测试用例","1","0","添加方案管理信息 只填写复制方案 不允许提交","0"
"1","","0","物料库存测试用例","0","0","编辑全部选项成功","0"
"0","","0","方案管理表测试用例","1","0","属性设置-不填写数据不允许提交","0"
"0","","0","资源切换表测试用例","1","0","输入全部数据，添加保存成功","0"
"0","","0","班次表测试用例","1","0","删除数据成功,删除数据删除布局成功","0"
"0","","0","事务管理页用例","1","0","事务模版-新增模版失败，不输入事务名称，输入事务类型，配置参数不允许提交","0"
"0","","0","标准应用设置测试用例","1","0","循环删除统计数据成功","0"
"1","","0","标准应用设置测试用例","0","0","添加重复标签名，修改成功，添加查询数据","0"
"0","","0","个人设置测试用例","1","0","修改密码不符合标准,不能包含特殊字符","0"
"0","","0","制造订单表测试用例","1","0","添加制造订单信息，填写制造订单和物料，不填写交货期，不允许提交，并且增加一个判断上一个用例默认启动布局是否成功","0"
"0","","0","事务管理页用例","1","0","事务模版-新增模版成功，事务类型为服务，填写自定义成功- 自定义值以http开头","0"
"1","","0","标准应用设置测试用例","0","0","设置默认布局默认启动-成功，删除Copy布局","0"
"0","","0","覆盖日历表测试用例","1","0","取消删除数据","0"
