"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10295","test_materialVendors_refreshsuccess","Tests.test_material","Sat Mar 21 02:58:44 CST 2026","passed","Sat Mar 21 02:58:54 CST 2026","TestItemPage","test_materialVendors","",""
"","7745","test_function_close2","Tests.test_items","Sat Mar 21 02:02:22 CST 2026","passed","Sat Mar 21 02:02:29 CST 2026","TestFunctionPage","test_function","",""
"","13042","test_warehouselocation_select2","Tests.test_material","Sat Mar 21 02:27:07 CST 2026","passed","Sat Mar 21 02:27:20 CST 2026","TestItemPage","test_warehouseLocation","",""
"","8919","test_materialsched_delsched1","Tests.test_material","Sat Mar 21 04:49:12 CST 2026","passed","Sat Mar 21 04:49:21 CST 2026","TestMaterialSchedPage","test_materialSched","",""
"","13379","test_relateddetails_select3","Tests.test_items","Sat Mar 21 00:41:01 CST 2026","passed","Sat Mar 21 00:41:14 CST 2026","TestWorkTasksPage","test_worktasks","",""
"","16541","test_materialcalendar_select4","Tests.test_material","Sat Mar 21 03:26:52 CST 2026","passed","Sat Mar 21 03:27:09 CST 2026","TestMaterialCalendarPage","test_materialcalendar","",""
"","6286","test_materialInventory_delcancel","Tests.test_material","Sat Mar 21 04:03:55 CST 2026","passed","Sat Mar 21 04:04:01 CST 2026","TestItemPage","test_materialInventory","",""
"","20430","test_button_selectnamesuccess","Tests.test_system","Sat Mar 21 07:32:28 CST 2026","passed","Sat Mar 21 07:32:49 CST 2026","TestSButtonPage","test_button","",""
"","4605","test_materialVendorQuota_shift","Tests.test_material","Sat Mar 21 03:09:29 CST 2026","passed","Sat Mar 21 03:09:34 CST 2026","TestItemPage","test_materialVendorQuota","",""
"","21931","test_customer_selectnodatasuccess","Tests.test_items","Fri Mar 20 21:14:17 CST 2026","passed","Fri Mar 20 21:14:39 CST 2026","TestCustomerPage","test_customer","",""
"","8115","test_materialsched_downcommand","Tests.test_material","Sat Mar 21 04:50:20 CST 2026","passed","Sat Mar 21 04:50:29 CST 2026","TestMaterialSchedPage","test_materialSched","",""
"","9338","test_personal_language2","Tests.test_items","Sat Mar 21 02:11:01 CST 2026","passed","Sat Mar 21 02:11:10 CST 2026","TestPersonalPage","test_personal","",""
"","16258","test_dailyPlan_select4","Tests.test_items","Sat Mar 21 00:45:08 CST 2026","passed","Sat Mar 21 00:45:24 CST 2026","TestPlanDataPage","test_plandata","",""
"","17964","test_setting_label_addsuccess","Tests.test_items","Sat Mar 21 01:52:13 CST 2026","passed","Sat Mar 21 01:52:31 CST 2026","TestSettingPage","test_setting","",""
"","8445","test_module_addreaped","Tests.test_system","Sat Mar 21 06:59:16 CST 2026","passed","Sat Mar 21 06:59:24 CST 2026","TestSModulePage","test_module","",""
"","10451","test_home_switch_template1","Tests.test_system","Sat Mar 21 05:13:46 CST 2026","passed","Sat Mar 21 05:13:56 CST 2026","TestHomePage","test_home","",""
"","12824","test_setting_deleteperspective","Tests.test_items","Sat Mar 21 01:44:49 CST 2026","passed","Sat Mar 21 01:45:02 CST 2026","TestSettingPage","test_setting","",""
"","23620","test_button_selectsuccess","Tests.test_system","Sat Mar 21 07:31:41 CST 2026","passed","Sat Mar 21 07:32:05 CST 2026","TestSButtonPage","test_button","",""
"","25274","test_materialcalendar_shiftdel","Tests.test_material","Sat Mar 21 03:28:03 CST 2026","passed","Sat Mar 21 03:28:29 CST 2026","TestMaterialCalendarPage","test_materialcalendar","",""
"","12649","test_materialsubstitution_selectReplacedSub","Tests.test_material","Sat Mar 21 02:51:41 CST 2026","passed","Sat Mar 21 02:51:54 CST 2026","TestSMaterialSubstitutionPage","test_materialSubstitution","",""
"","12752","test_orderPreOccupiedMaterials_select5","Tests.test_material","Sat Mar 21 04:21:03 CST 2026","passed","Sat Mar 21 04:21:16 CST 2026","TestItemPage","test_orderPreOccupiedMaterials","",""
"","17227","test_expression_updatesuccess3","Tests.test_system","Sat Mar 21 06:47:59 CST 2026","passed","Sat Mar 21 06:48:17 CST 2026","TestSExpressionPage","test_expression","",""
"","5281","test_MaterialCTB_delcancel","Tests.test_material","Sat Mar 21 02:30:35 CST 2026","passed","Sat Mar 21 02:30:40 CST 2026","TestItemPage","test_MaterialCTB","",""
"","19208","test_setting_statistics_success2","Tests.test_items","Sat Mar 21 01:46:19 CST 2026","passed","Sat Mar 21 01:46:38 CST 2026","TestSettingPage","test_setting","",""
